房屋信息链接,房屋区域,房屋面积,装修,楼层,年份,房屋类型,价格,县区,室,厅
https://sy.lianjia.com/ershoufang/102106487978.html,14,104,2,0,2000,3,85.0,5,3,1
https://sy.lianjia.com/ershoufang/102107730263.html,50,107,2,0,2021,3,65.0,5,3,2
https://sy.lianjia.com/ershoufang/102107717738.html,17,105,1,2,2006,3,65.0,5,3,2
https://sy.lianjia.com/ershoufang/102106643568.html,50,107,0,1,2021,3,67.8,5,3,2
https://sy.lianjia.com/ershoufang/102108222897.html,50,96,1,2,2016,3,68.0,5,3,2
https://sy.lianjia.com/ershoufang/102107640931.html,58,101,1,0,2012,3,85.0,5,3,1
https://sy.lianjia.com/ershoufang/102107717738.html,17,105,1,2,2006,3,65.0,5,3,2
https://sy.lianjia.com/ershoufang/102108089797.html,50,98,1,1,2022,0,70.0,5,3,1
https://sy.lianjia.com/ershoufang/102108617899.html,50,101,2,1,2022,3,74.5,5,3,2
https://sy.lianjia.com/ershoufang/102108753333.html,50,99,1,0,2020,3,86.0,5,3,1
https://sy.lianjia.com/ershoufang/102108854454.html,20,91,1,2,2005,3,76.0,5,3,1
https://sy.lianjia.com/ershoufang/102108810911.html,50,95,2,1,2022,3,79.0,5,3,2
https://sy.lianjia.com/ershoufang/102108456966.html,50,92,0,0,2022,0,66.0,5,3,2
https://sy.lianjia.com/ershoufang/102108585624.html,50,105,1,2,2023,3,63.0,5,3,2
https://sy.lianjia.com/ershoufang/102108477075.html,50,103,2,1,2020,3,83.0,5,3,2
https://sy.lianjia.com/ershoufang/102108639399.html,50,98,0,1,2022,3,63.0,5,3,2
https://sy.lianjia.com/ershoufang/102107829736.html,50,97,1,0,2022,0,68.0,5,3,2
https://sy.lianjia.com/ershoufang/102102902444.html,50,108,1,2,2012,3,78.0,5,3,2
https://sy.lianjia.com/ershoufang/102105548342.html,50,94,2,2,2016,3,80.0,5,3,1
https://sy.lianjia.com/ershoufang/102107186424.html,50,107,1,2,2021,3,79.0,5,3,1
https://sy.lianjia.com/ershoufang/102103850078.html,58,97,1,1,2014,3,85.0,5,3,2
https://sy.lianjia.com/ershoufang/102102168237.html,44,99,1,1,1989,3,62.0,5,3,1
https://sy.lianjia.com/ershoufang/102105614219.html,31,91,2,2,2012,3,69.0,5,3,2
https://sy.lianjia.com/ershoufang/102105713672.html,50,98,2,0,2018,3,83.0,5,3,1
https://sy.lianjia.com/ershoufang/102106458530.html,50,96,1,1,2016,3,75.0,5,3,2
https://sy.lianjia.com/ershoufang/102108417483.html,50,99,0,1,2019,3,65.0,5,3,1
https://sy.lianjia.com/ershoufang/102108025874.html,50,95,2,1,2019,3,62.0,5,3,1
https://sy.lianjia.com/ershoufang/102108763410.html,16,97,2,1,2007,3,75.0,5,3,2
https://sy.lianjia.com/ershoufang/102108241434.html,50,92,1,2,2015,2,69.0,5,3,2
https://sy.lianjia.com/ershoufang/102108771548.html,50,100,0,0,2020,3,68.0,5,3,1
https://sy.lianjia.com/ershoufang/102108755116.html,50,95,1,0,2022,3,69.0,5,3,1
https://sy.lianjia.com/ershoufang/102108790260.html,50,95,2,1,2022,0,80.0,5,3,2
https://sy.lianjia.com/ershoufang/102108717841.html,50,92,1,2,2022,0,65.0,5,3,1
https://sy.lianjia.com/ershoufang/102108455932.html,58,98,2,0,2018,3,85.0,5,3,1
https://sy.lianjia.com/ershoufang/102108480578.html,50,103,2,1,2018,3,72.0,5,3,1
https://sy.lianjia.com/ershoufang/102108362902.html,50,98,0,2,2018,3,65.0,5,3,1
https://sy.lianjia.com/ershoufang/102107279109.html,44,100,1,2,2006,2,86.0,5,3,2
https://sy.lianjia.com/ershoufang/102107157685.html,50,95,1,2,2016,3,90.0,5,3,2
https://sy.lianjia.com/ershoufang/102108854915.html,50,97,1,2,2022,0,65.0,5,3,2
https://sy.lianjia.com/ershoufang/102108142769.html,21,106,1,2,2007,3,85.0,5,3,2
https://sy.lianjia.com/ershoufang/102107601587.html,50,93,2,0,2022,3,73.0,5,3,1
https://sy.lianjia.com/ershoufang/102107400502.html,50,100,0,0,2022,3,69.0,5,3,2
https://sy.lianjia.com/ershoufang/102107719190.html,50,103,0,1,2019,3,72.8,5,3,2
https://sy.lianjia.com/ershoufang/102107707457.html,50,96,2,1,2019,3,75.0,5,3,2
https://sy.lianjia.com/ershoufang/102108771548.html,50,100,0,0,2020,3,68.0,5,3,1
https://sy.lianjia.com/ershoufang/102108755116.html,50,95,1,0,2022,3,69.0,5,3,1
https://sy.lianjia.com/ershoufang/102108763410.html,16,97,2,1,2007,3,75.0,5,3,2
https://sy.lianjia.com/ershoufang/102108179923.html,50,96,2,0,2016,3,74.8,5,3,1
https://sy.lianjia.com/ershoufang/102108205544.html,50,98,1,0,2022,0,75.0,5,3,2
https://sy.lianjia.com/ershoufang/102107926760.html,50,93,0,1,2022,0,69.7,5,3,2
https://sy.lianjia.com/ershoufang/102108410939.html,50,98,0,0,2022,3,67.5,5,3,2
https://sy.lianjia.com/ershoufang/102108232156.html,58,95,1,1,2018,3,88.0,5,3,1
https://sy.lianjia.com/ershoufang/102108353098.html,50,94,2,0,2019,3,65.0,5,3,1
https://sy.lianjia.com/ershoufang/102108354609.html,50,98,0,1,2022,0,66.0,5,3,2
https://sy.lianjia.com/ershoufang/102107536024.html,50,98,1,2,2022,0,61.0,5,3,1
https://sy.lianjia.com/ershoufang/102104205455.html,26,81,1,1,2008,3,68.0,5,2,1
https://sy.lianjia.com/ershoufang/102108656984.html,66,78,1,2,2009,3,63.0,5,2,1
https://sy.lianjia.com/ershoufang/102108430019.html,17,79,1,2,2012,2,89.0,5,2,1
https://sy.lianjia.com/ershoufang/102108868767.html,50,78,2,0,2020,3,62.0,5,2,1
https://sy.lianjia.com/ershoufang/102107992569.html,66,87,1,1,2008,3,65.0,5,2,1
https://sy.lianjia.com/ershoufang/102108707055.html,50,82,2,2,2013,2,61.7,5,2,1
https://sy.lianjia.com/ershoufang/102108480309.html,21,76,1,1,2007,3,65.0,5,2,1
https://sy.lianjia.com/ershoufang/102108683887.html,17,87,2,1,2009,0,82.3,5,2,1
https://sy.lianjia.com/ershoufang/102108329316.html,50,75,2,2,2019,3,64.9,5,2,2
https://sy.lianjia.com/ershoufang/102108852625.html,50,78,2,1,2020,3,62.0,5,2,2
https://sy.lianjia.com/ershoufang/102108769781.html,50,83,1,0,2020,3,69.0,5,2,2
https://sy.lianjia.com/ershoufang/102108342724.html,16,74,2,0,2017,2,79.8,5,2,1
https://sy.lianjia.com/ershoufang/102108820476.html,14,74,1,1,2008,3,79.8,5,2,2
https://sy.lianjia.com/ershoufang/102108596659.html,14,78,2,2,2007,3,72.5,5,2,2
https://sy.lianjia.com/ershoufang/102108852625.html,50,78,2,1,2020,3,62.0,5,2,2
https://sy.lianjia.com/ershoufang/102108769781.html,50,83,1,0,2020,3,69.0,5,2,2
https://sy.lianjia.com/ershoufang/102107994400.html,50,78,2,2,2020,3,61.0,5,2,2
https://sy.lianjia.com/ershoufang/102108820476.html,14,74,1,1,2008,3,79.8,5,2,2
https://sy.lianjia.com/ershoufang/102108709417.html,16,75,2,1,2018,3,85.0,5,2,1
https://sy.lianjia.com/ershoufang/102108317174.html,16,77,2,0,2017,2,86.0,5,2,1
https://sy.lianjia.com/ershoufang/102108542861.html,26,86,2,1,2008,0,72.0,5,2,2
https://sy.lianjia.com/ershoufang/102108342724.html,16,74,2,0,2017,2,79.8,5,2,1
https://sy.lianjia.com/ershoufang/102108789274.html,26,87,2,0,2008,2,79.9,5,2,1
https://sy.lianjia.com/ershoufang/102108856283.html,21,89,1,1,2007,3,82.0,5,2,2
https://sy.lianjia.com/ershoufang/102108792773.html,61,75,2,0,2009,3,75.8,5,2,1
https://sy.lianjia.com/ershoufang/102107908570.html,14,72,1,1,2007,3,65.0,5,2,1
https://sy.lianjia.com/ershoufang/102108878227.html,16,77,2,0,2017,3,85.0,5,2,1
https://sy.lianjia.com/ershoufang/102108437372.html,19,82,2,1,2004,3,67.8,5,2,2
https://sy.lianjia.com/ershoufang/102108354997.html,26,81,2,2,2010,2,72.0,5,2,1
https://sy.lianjia.com/ershoufang/102107812751.html,26,84,1,2,2008,2,65.0,5,2,1
https://sy.lianjia.com/ershoufang/102108820949.html,26,88,2,1,2008,2,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102103954948.html,33,74,2,2,2014,3,88.0,5,2,1
https://sy.lianjia.com/ershoufang/102105965341.html,33,72,1,1,2007,3,67.0,5,2,2
https://sy.lianjia.com/ershoufang/102108581331.html,16,76,1,2,2002,3,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102107385975.html,16,73,1,2,2011,3,65.0,5,2,1
https://sy.lianjia.com/ershoufang/102106212438.html,61,74,1,0,2004,3,74.0,5,2,1
https://sy.lianjia.com/ershoufang/102106903697.html,33,74,1,1,2009,3,72.0,5,2,1
https://sy.lianjia.com/ershoufang/102107357972.html,33,88,1,0,2010,3,72.0,5,2,2
https://sy.lianjia.com/ershoufang/102107292231.html,16,74,1,0,2011,3,65.0,5,2,1
https://sy.lianjia.com/ershoufang/102106583798.html,33,72,1,0,2007,3,65.0,5,2,1
https://sy.lianjia.com/ershoufang/102107468423.html,16,72,1,2,2007,3,69.0,5,2,1
https://sy.lianjia.com/ershoufang/102107423370.html,33,85,1,0,2007,3,69.0,5,2,1
https://sy.lianjia.com/ershoufang/102106986125.html,33,87,1,0,2011,3,68.0,5,2,1
https://sy.lianjia.com/ershoufang/102105300107.html,33,87,2,2,2000,3,85.0,5,2,2
https://sy.lianjia.com/ershoufang/102107585467.html,21,76,1,0,2007,3,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102107797813.html,33,88,2,1,2000,3,70.0,5,2,1
https://sy.lianjia.com/ershoufang/102106332758.html,16,72,2,0,2007,3,76.0,5,2,1
https://sy.lianjia.com/ershoufang/102106777075.html,16,73,1,2,2011,3,73.8,5,2,1
https://sy.lianjia.com/ershoufang/102102362247.html,50,83,0,2,2015,3,70.0,5,2,2
https://sy.lianjia.com/ershoufang/102105216643.html,33,88,2,1,2009,3,80.0,5,2,1
https://sy.lianjia.com/ershoufang/102104843937.html,50,79,2,1,2017,3,72.0,5,2,1
https://sy.lianjia.com/ershoufang/102107551674.html,33,88,1,2,2007,3,71.8,5,2,2
https://sy.lianjia.com/ershoufang/102106464592.html,33,83,1,2,2009,3,81.0,5,2,1
https://sy.lianjia.com/ershoufang/102107972587.html,16,87,1,2,2007,2,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102105762447.html,16,80,2,2,2007,2,78.0,5,2,1
https://sy.lianjia.com/ershoufang/102107525802.html,16,82,1,2,2007,2,88.0,5,2,2
https://sy.lianjia.com/ershoufang/102104088891.html,16,77,2,2,2007,2,68.0,5,2,1
https://sy.lianjia.com/ershoufang/102107525696.html,16,83,2,2,2007,2,80.0,5,2,1
https://sy.lianjia.com/ershoufang/102106833470.html,16,80,2,1,2007,2,81.0,5,2,1
https://sy.lianjia.com/ershoufang/102104791295.html,16,72,2,2,2007,2,80.0,5,2,1
https://sy.lianjia.com/ershoufang/102107876081.html,66,75,1,1,2004,3,88.0,5,2,1
https://sy.lianjia.com/ershoufang/102107301563.html,21,84,2,1,2009,3,88.0,5,2,1
https://sy.lianjia.com/ershoufang/102106795379.html,61,78,2,1,2004,3,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102106795379.html,61,78,2,1,2004,3,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102107956720.html,61,82,1,2,2002,3,68.0,5,2,1
https://sy.lianjia.com/ershoufang/102104111533.html,33,87,1,1,2009,3,67.0,5,2,1
https://sy.lianjia.com/ershoufang/102107175161.html,50,77,2,2,2008,2,60.8,5,2,1
https://sy.lianjia.com/ershoufang/102106178908.html,50,82,2,2,2017,3,75.5,5,2,1
https://sy.lianjia.com/ershoufang/102108355896.html,50,86,1,2,2010,1,63.0,5,2,2
https://sy.lianjia.com/ershoufang/102107340170.html,66,76,1,2,2004,3,79.0,5,2,1
https://sy.lianjia.com/ershoufang/102107578566.html,21,84,1,1,2009,3,89.0,5,2,2
https://sy.lianjia.com/ershoufang/102107926392.html,16,88,2,2,2007,2,75.0,5,2,2
https://sy.lianjia.com/ershoufang/102107596472.html,33,74,1,2,2014,3,78.0,5,2,2
https://sy.lianjia.com/ershoufang/102105889289.html,16,81,2,1,2007,2,80.0,5,2,1
https://sy.lianjia.com/ershoufang/102108787444.html,61,70,1,2,2007,3,64.0,5,2,1
https://sy.lianjia.com/ershoufang/102107522157.html,19,76,2,0,2011,0,76.0,5,2,1
https://sy.lianjia.com/ershoufang/102106622504.html,33,89,2,2,2007,3,73.5,5,2,2
https://sy.lianjia.com/ershoufang/102106618748.html,50,88,1,2,2015,3,68.0,5,2,2
https://sy.lianjia.com/ershoufang/102106346038.html,16,82,2,2,2007,2,64.0,5,2,1
https://sy.lianjia.com/ershoufang/102108253573.html,19,88,1,2,2011,0,86.0,5,2,1
https://sy.lianjia.com/ershoufang/102107499102.html,19,80,1,0,2000,3,70.0,5,2,2
https://sy.lianjia.com/ershoufang/102105357034.html,19,83,2,1,2004,3,72.0,5,2,2
https://sy.lianjia.com/ershoufang/102103574049.html,19,82,1,2,2004,3,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102108034785.html,19,89,2,2,2004,3,87.0,5,2,1
https://sy.lianjia.com/ershoufang/102104755297.html,19,89,1,2,2011,0,85.0,5,2,1
https://sy.lianjia.com/ershoufang/102104337964.html,33,78,1,1,2009,3,63.0,5,2,2
https://sy.lianjia.com/ershoufang/102107403288.html,19,82,1,1,2004,3,79.0,5,2,1
https://sy.lianjia.com/ershoufang/102108034785.html,19,89,2,2,2004,3,87.0,5,2,1
https://sy.lianjia.com/ershoufang/102103574049.html,19,82,1,2,2004,3,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102107440664.html,21,77,2,0,2007,3,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102107937605.html,66,82,1,2,2009,3,70.0,5,2,2
https://sy.lianjia.com/ershoufang/102108519604.html,33,74,1,1,2009,3,68.0,5,2,1
https://sy.lianjia.com/ershoufang/102105609620.html,66,75,2,2,2004,3,85.0,5,2,1
https://sy.lianjia.com/ershoufang/102107769135.html,66,90,1,2,2009,3,72.0,5,2,1
https://sy.lianjia.com/ershoufang/102108018115.html,66,82,1,2,2009,3,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102107174292.html,33,82,1,0,2012,3,66.0,5,2,1
https://sy.lianjia.com/ershoufang/102108728052.html,33,87,1,1,2011,3,71.0,5,2,1
https://sy.lianjia.com/ershoufang/102107894724.html,61,83,1,2,2002,3,72.0,5,2,2
https://sy.lianjia.com/ershoufang/102106380816.html,33,89,1,0,2013,3,73.0,5,2,2
https://sy.lianjia.com/ershoufang/102107205462.html,33,88,1,2,2010,3,62.0,5,2,1
https://sy.lianjia.com/ershoufang/102107128123.html,50,82,2,1,2016,3,63.0,5,2,2
https://sy.lianjia.com/ershoufang/102107428383.html,17,71,1,0,2011,3,84.0,5,2,1
https://sy.lianjia.com/ershoufang/102105824067.html,19,76,2,1,2011,0,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102108452589.html,26,75,2,2,2010,0,61.0,5,2,1
https://sy.lianjia.com/ershoufang/102107835129.html,26,84,2,1,2008,0,75.0,5,2,2
https://sy.lianjia.com/ershoufang/102106383774.html,50,79,1,0,2020,3,80.0,5,2,2
https://sy.lianjia.com/ershoufang/102107378172.html,50,76,1,1,2020,3,72.8,5,2,1
https://sy.lianjia.com/ershoufang/102107528805.html,50,75,2,0,2019,3,73.0,5,2,2
https://sy.lianjia.com/ershoufang/102106232451.html,50,80,2,2,2019,3,73.0,5,2,2
https://sy.lianjia.com/ershoufang/102108802085.html,26,81,2,2,2008,0,75.0,5,2,2
https://sy.lianjia.com/ershoufang/102108603621.html,16,79,1,2,2007,2,67.0,5,2,1
https://sy.lianjia.com/ershoufang/102106136259.html,61,72,1,2,2009,3,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102106036296.html,17,88,1,0,2009,0,68.0,5,2,1
https://sy.lianjia.com/ershoufang/102105737235.html,16,75,1,0,2017,2,82.0,5,2,2
https://sy.lianjia.com/ershoufang/102103718065.html,14,73,2,1,2008,3,88.5,5,2,1
https://sy.lianjia.com/ershoufang/102108104203.html,16,79,1,1,2007,2,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102107803317.html,19,79,1,2,2011,0,80.0,5,2,1
https://sy.lianjia.com/ershoufang/102106173923.html,16,86,2,2,2007,2,66.0,5,2,1
https://sy.lianjia.com/ershoufang/102106237637.html,19,78,2,2,2011,0,72.0,5,2,2
https://sy.lianjia.com/ershoufang/102108038690.html,19,76,1,0,2011,0,72.0,5,2,1
https://sy.lianjia.com/ershoufang/102108627862.html,61,76,1,1,2003,3,70.0,5,2,2
https://sy.lianjia.com/ershoufang/102108753732.html,33,87,1,2,2012,3,70.0,5,2,3
https://sy.lianjia.com/ershoufang/102105885223.html,61,86,2,0,2007,3,67.0,5,2,2
https://sy.lianjia.com/ershoufang/102108646035.html,16,73,1,2,2011,3,69.0,5,2,1
https://sy.lianjia.com/ershoufang/102108171860.html,61,75,1,1,2008,3,74.5,5,2,1
https://sy.lianjia.com/ershoufang/102107420386.html,19,78,1,2,2011,0,79.0,5,2,1
https://sy.lianjia.com/ershoufang/102107170641.html,17,85,1,2,2009,0,69.0,5,2,1
https://sy.lianjia.com/ershoufang/102107860485.html,66,83,1,2,2004,3,79.5,5,2,2
https://sy.lianjia.com/ershoufang/102107860036.html,26,75,1,0,2009,2,69.0,5,2,1
https://sy.lianjia.com/ershoufang/102108230638.html,17,87,1,1,2009,0,78.0,5,2,2
https://sy.lianjia.com/ershoufang/102106748786.html,66,85,1,1,2004,3,80.0,5,2,1
https://sy.lianjia.com/ershoufang/102106778769.html,14,73,2,2,2008,3,80.0,5,2,1
https://sy.lianjia.com/ershoufang/102103038011.html,19,78,2,1,2011,0,82.0,5,2,1
https://sy.lianjia.com/ershoufang/102107855894.html,19,70,1,0,2011,0,70.0,5,2,1
https://sy.lianjia.com/ershoufang/102107811225.html,19,78,1,1,2011,0,69.0,5,2,1
https://sy.lianjia.com/ershoufang/102103884028.html,19,78,2,2,2011,0,67.0,5,2,1
https://sy.lianjia.com/ershoufang/102106746541.html,66,89,1,2,2009,3,79.0,5,2,1
https://sy.lianjia.com/ershoufang/102107860485.html,66,83,1,2,2004,3,79.5,5,2,2
https://sy.lianjia.com/ershoufang/102107617549.html,17,80,1,1,2010,3,69.8,5,2,1
https://sy.lianjia.com/ershoufang/102108171860.html,61,75,1,1,2008,3,74.5,5,2,1
https://sy.lianjia.com/ershoufang/102108762487.html,50,79,0,2,2019,3,72.0,5,2,1
https://sy.lianjia.com/ershoufang/102107724814.html,50,78,1,2,2019,3,74.0,5,2,2
https://sy.lianjia.com/ershoufang/102107785730.html,33,80,1,2,2000,3,63.0,5,2,1
https://sy.lianjia.com/ershoufang/102105705845.html,50,80,2,0,2019,3,80.0,5,2,2
https://sy.lianjia.com/ershoufang/102108374728.html,61,81,1,2,2002,3,73.0,5,2,1
https://sy.lianjia.com/ershoufang/102106127816.html,50,75,2,0,2019,3,66.0,5,2,1
https://sy.lianjia.com/ershoufang/102106973771.html,50,75,2,0,2019,3,63.0,5,2,2
https://sy.lianjia.com/ershoufang/102104833826.html,19,83,2,2,2004,3,83.0,5,2,1
https://sy.lianjia.com/ershoufang/102107380614.html,33,88,1,0,2007,3,67.0,5,2,2
https://sy.lianjia.com/ershoufang/102107420386.html,19,78,1,2,2011,0,79.0,5,2,1
https://sy.lianjia.com/ershoufang/102107170641.html,17,85,1,2,2009,0,69.0,5,2,1
https://sy.lianjia.com/ershoufang/102107860431.html,19,89,2,2,2005,3,79.0,5,2,1
https://sy.lianjia.com/ershoufang/102106077915.html,61,84,2,1,2007,3,70.0,5,2,2
https://sy.lianjia.com/ershoufang/102105984925.html,16,73,1,2,2011,3,68.0,5,2,1
https://sy.lianjia.com/ershoufang/102107594265.html,61,80,1,2,2014,3,88.0,5,2,1
https://sy.lianjia.com/ershoufang/102107493624.html,26,87,1,1,2008,2,69.9,5,2,2
https://sy.lianjia.com/ershoufang/102107954594.html,17,71,1,2,2012,3,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102105961644.html,50,75,0,1,2019,3,65.0,5,2,1
https://sy.lianjia.com/ershoufang/102108601811.html,26,88,2,0,2008,2,78.0,5,2,1
https://sy.lianjia.com/ershoufang/102103148364.html,61,70,1,1,2007,3,72.0,5,2,1
https://sy.lianjia.com/ershoufang/102108296938.html,50,75,2,2,2019,3,66.0,5,2,2
https://sy.lianjia.com/ershoufang/102105985900.html,61,76,1,0,2006,3,70.0,5,2,1
https://sy.lianjia.com/ershoufang/102107734172.html,33,88,1,0,2000,3,63.0,5,2,2
https://sy.lianjia.com/ershoufang/102108397853.html,33,77,2,2,2017,3,68.0,5,2,1
https://sy.lianjia.com/ershoufang/102108366720.html,14,74,1,0,2000,3,63.0,5,2,1
https://sy.lianjia.com/ershoufang/102107782553.html,14,77,2,1,2007,3,78.0,5,2,2
https://sy.lianjia.com/ershoufang/102108324066.html,50,80,2,0,2019,3,72.0,5,2,1
https://sy.lianjia.com/ershoufang/102108463402.html,26,78,1,0,2010,0,66.0,5,2,2
https://sy.lianjia.com/ershoufang/102108734055.html,50,82,2,2,2020,3,90.0,5,2,1
https://sy.lianjia.com/ershoufang/102108280157.html,61,76,2,1,2004,3,65.0,5,2,1
https://sy.lianjia.com/ershoufang/102108465366.html,14,75,1,2,2000,3,71.0,5,2,1
https://sy.lianjia.com/ershoufang/102108644975.html,50,78,1,1,2020,3,75.0,5,2,2
https://sy.lianjia.com/ershoufang/102108857241.html,33,89,2,1,2007,3,63.6,5,2,1
https://sy.lianjia.com/ershoufang/102108267402.html,14,81,1,1,2000,3,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102108377441.html,50,78,2,0,2020,3,80.0,5,2,1
https://sy.lianjia.com/ershoufang/102108731645.html,50,75,2,0,2019,3,70.0,5,2,2
https://sy.lianjia.com/ershoufang/102107092868.html,19,82,0,0,2011,0,64.0,5,2,1
https://sy.lianjia.com/ershoufang/102107614700.html,26,78,2,2,2012,3,85.0,5,2,1
https://sy.lianjia.com/ershoufang/102107799844.html,14,77,1,0,2000,3,85.0,5,2,2
https://sy.lianjia.com/ershoufang/102105840954.html,26,81,2,2,2008,3,70.0,5,2,1
https://sy.lianjia.com/ershoufang/102108353743.html,16,79,2,1,2009,3,72.0,5,2,2
https://sy.lianjia.com/ershoufang/102108458114.html,14,84,1,2,2000,3,82.0,5,2,1
https://sy.lianjia.com/ershoufang/102104780251.html,14,79,1,1,2005,3,68.0,5,2,1
https://sy.lianjia.com/ershoufang/102106801327.html,14,83,1,2,2007,3,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102107219883.html,14,70,1,2,2007,3,80.0,5,2,1
https://sy.lianjia.com/ershoufang/102105503078.html,50,78,2,0,2020,3,82.0,5,2,1
https://sy.lianjia.com/ershoufang/102105208402.html,14,77,1,2,2007,3,72.0,5,2,1
https://sy.lianjia.com/ershoufang/102106968603.html,26,87,1,2,2010,2,78.0,5,2,2
https://sy.lianjia.com/ershoufang/102108179588.html,14,74,1,2,2005,3,65.0,5,2,1
https://sy.lianjia.com/ershoufang/102107739333.html,61,87,1,1,2009,2,69.0,5,2,2
https://sy.lianjia.com/ershoufang/102105851866.html,50,76,0,0,2019,3,65.0,5,2,1
https://sy.lianjia.com/ershoufang/102105945024.html,26,84,0,2,2010,0,68.0,5,2,1
https://sy.lianjia.com/ershoufang/102106983490.html,26,80,1,1,2010,3,79.0,5,2,1
https://sy.lianjia.com/ershoufang/102107483455.html,50,80,1,1,2019,3,74.0,5,2,1
https://sy.lianjia.com/ershoufang/102108470650.html,14,72,1,2,2000,3,63.0,5,2,1
https://sy.lianjia.com/ershoufang/102108385832.html,26,76,1,1,2008,3,66.0,5,2,1
https://sy.lianjia.com/ershoufang/102108510262.html,21,78,1,1,2007,3,82.0,5,2,1
https://sy.lianjia.com/ershoufang/102108037028.html,14,78,1,2,2005,2,74.0,5,2,1
https://sy.lianjia.com/ershoufang/102108296938.html,50,75,2,2,2019,3,66.0,5,2,2
https://sy.lianjia.com/ershoufang/102103148364.html,61,70,1,1,2007,3,72.0,5,2,1
https://sy.lianjia.com/ershoufang/102108528681.html,14,89,1,1,2008,3,85.0,5,2,1
https://sy.lianjia.com/ershoufang/102108458114.html,14,84,1,2,2000,3,82.0,5,2,1
https://sy.lianjia.com/ershoufang/102108578386.html,14,81,1,2,2000,3,70.0,5,2,1
https://sy.lianjia.com/ershoufang/102108596006.html,26,81,1,1,2008,3,77.0,5,2,1
https://sy.lianjia.com/ershoufang/102107092868.html,19,82,0,0,2011,0,64.0,5,2,1
https://sy.lianjia.com/ershoufang/102102204874.html,26,84,1,1,2008,2,81.0,5,2,2
https://sy.lianjia.com/ershoufang/102105211697.html,14,71,1,1,2008,3,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102107734172.html,33,88,1,0,2000,3,63.0,5,2,2
https://sy.lianjia.com/ershoufang/102106290020.html,26,74,2,1,2007,3,62.0,5,2,2
https://sy.lianjia.com/ershoufang/102108510262.html,21,78,1,1,2007,3,82.0,5,2,1
https://sy.lianjia.com/ershoufang/102107092868.html,19,82,0,0,2011,0,64.0,5,2,1
https://sy.lianjia.com/ershoufang/102106027475.html,26,74,1,1,2010,3,63.0,5,2,1
https://sy.lianjia.com/ershoufang/102105704330.html,50,83,2,2,2020,3,85.0,5,2,2
https://sy.lianjia.com/ershoufang/102105989453.html,50,78,2,2,2019,3,78.0,5,2,2
https://sy.lianjia.com/ershoufang/102102880131.html,14,72,2,2,2007,3,70.0,5,2,1
https://sy.lianjia.com/ershoufang/102107054727.html,50,83,2,2,2020,3,83.0,5,2,1
https://sy.lianjia.com/ershoufang/102105483152.html,19,80,2,2,2005,3,80.0,5,2,1
https://sy.lianjia.com/ershoufang/102105211697.html,14,71,1,1,2008,3,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102105809787.html,26,75,2,1,2010,3,79.0,5,2,1
https://sy.lianjia.com/ershoufang/102106307306.html,26,77,2,1,2008,3,63.0,5,2,1
https://sy.lianjia.com/ershoufang/102105851866.html,50,76,0,0,2019,3,65.0,5,2,1
https://sy.lianjia.com/ershoufang/102104780251.html,14,79,1,1,2005,3,68.0,5,2,1
https://sy.lianjia.com/ershoufang/102105208402.html,14,77,1,2,2007,3,72.0,5,2,1
https://sy.lianjia.com/ershoufang/102106983490.html,26,80,1,1,2010,3,79.0,5,2,1
https://sy.lianjia.com/ershoufang/102107219883.html,14,70,1,2,2007,3,80.0,5,2,1
https://sy.lianjia.com/ershoufang/102106968603.html,26,87,1,2,2010,2,78.0,5,2,2
https://sy.lianjia.com/ershoufang/102105503078.html,50,78,2,0,2020,3,82.0,5,2,1
https://sy.lianjia.com/ershoufang/102106801327.html,14,83,1,2,2007,3,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102106816302.html,26,75,1,0,2008,2,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102107984616.html,14,88,1,0,2010,2,86.0,5,2,2
https://sy.lianjia.com/ershoufang/102108293371.html,50,80,0,2,2019,3,67.99,5,2,2
https://sy.lianjia.com/ershoufang/102107507850.html,26,82,1,0,2008,0,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102108035092.html,14,78,1,1,2005,3,65.0,5,2,1
https://sy.lianjia.com/ershoufang/102108037412.html,14,85,2,2,2008,3,75.0,5,2,1
https://sy.lianjia.com/ershoufang/102108136253.html,14,87,1,1,2008,3,85.0,5,2,2
